Izaak McBrady,23.96,7.503,FULL TIME
Sidney Pipe,24.832,10.138,PART TIME
Jacki Thiese,33.888,38.984,CONTRACT
Donny Clineck,19.834,21.649,PART TIME
Demott Duffree,28.705,13.636,PART TIME
Abbot Eversley,18.985,12.962,FULL TIME
Retha Welfare,34.498,17.1,PART TIME
Gordy Baccus,19.193,17.396,CONTRACT
Marys Dainton,35.899,32.632,PART TIME
Fallon Criple,25.58,14.469,FULL TIME
Marisa Sterke,38.96,24.095,CONTRACT
Masha Brame,39.812,24.819,CONTRACT
Quill Aingel,19.713,37.541,CONTRACT
Tripp Raymen,34.736,17.972,CONTRACT
Waldon Bernardin,20.299,12.506,FULL TIME
Maressa Hissett,32.638,8.064,PART TIME
Ossie Halse,22.959,31.658,FULL TIME
Nickolas Cawood,39.667,6.797,FULL TIME
Araldo Greeve,28.589,26.328,FULL TIME
Deni Girdwood,19.394,22.668,CONTRACT
Martie Labbe,29.362,5.317,PART TIME
Kyle Coggings,16.462,34.195,PART TIME
Hetty Bellson,31.368,31.771,FULL TIME
Zulema Ickeringill,34.316,17.425,FULL TIME
Jaymie Arnholz,28.61,13.373,PART TIME
Ruperta Ormshaw,29.252,17.832,FULL TIME
Langsdon Vize,22.54,1.119,PART TIME
Egbert Speedy,23.976,34.549,PART TIME
Jennilee Alyoshin,25.674,14.806,CONTRACT
Wilburt Anders,24.16,16.369,FULL TIME
Adelice Chyuerton,32.2,33.803,PART TIME
Fionnula Eveque,36.774,13.169,CONTRACT
Cassandra Henderson,32.45,0.306,FULL TIME
Marylin Parkyn,18.905,38.45,FULL TIME
Zeb Haughton,24.069,12.29,PART TIME
Addie Redit,30.877,17.229,CONTRACT
Amelia Pervoe,15.731,11.314,PART TIME
Normie Wetherill,33.475,4.31,FULL TIME
Aaren Kenlin,37.315,8.757,FULL TIME
Nollie Raison,25.664,22.682,FULL TIME
Merell Kahan,34.924,27.694,PART TIME
Jami Budibent,38.574,5.66,PART TIME
Devy Jurczik,20.283,21.812,PART TIME
Wilt Berrisford,21.744,4.573,FULL TIME
Bunny Ference,25.643,6.336,PART TIME
Candide Albery,29.277,2.956,PART TIME
Risa Flanigan,22.406,38.07,CONTRACT
Ervin Yuryichev,19.068,24.594,PART TIME
Licha Campbell,17.279,39.242,FULL TIME
Rachelle Breckwell,36.394,34.704,CONTRACT
Aubine Kyngdon,29.746,30.897,PART TIME
Roseanna Marco,30.445,16.094,FULL TIME
Marven Toderbrugge,27.855,20.524,CONTRACT
Jimmie Bassom,35.832,24.511,FULL TIME
Bogart Keppel,31.542,36.125,FULL TIME
Alejandrina Hun,15.54,28.042,FULL TIME
Teador Magog,25.911,4.26,CONTRACT
Micky Stango,25.502,39.907,CONTRACT
Grace Hobbema,19.169,7.614,FULL TIME
Laurice Grigori,16.84,1.217,FULL TIME
Kleon Ough,27.124,3.628,CONTRACT
Gamaliel Reveland,16.428,10.762,CONTRACT
Mariellen Varnals,35.115,22.074,CONTRACT
Gram Pitts,37.038,17.874,FULL TIME
Lazar Gorton,22.474,34.647,FULL TIME
Sibbie Asey,32.588,14.845,CONTRACT
Lula Castana,24.916,39.674,PART TIME
Grethel Fearns,33.448,29.197,PART TIME
Nara Ferrone,16.247,4.178,FULL TIME
Meagan Aucott,32.579,0.04,CONTRACT
Nonah Phettiplace,21.864,15.273,FULL TIME
Eldon Cockayne,33.761,20.859,CONTRACT
Pam Skehens,28.272,32.917,CONTRACT
Hagen Heenan,33.947,6.561,PART TIME
Shalna Domeney,21.238,9.014,PART TIME
Russell Coathup,16.318,32.734,FULL TIME
Bel Farmiloe,39.874,34.434,PART TIME
Amalita Stood,31.606,37.675,FULL TIME
Benny Rissen,38.452,29.045,PART TIME
Bettina Rousby,26.032,18.0,FULL TIME
Danyette Goodley,20.306,13.265,PART TIME
Bronson Butler,16.239,6.848,PART TIME
Lindi Janak,16.021,11.24,FULL TIME
Shari Lambdin,23.915,15.43,PART TIME
Sadella Oattes,17.122,24.741,CONTRACT
Blaine Ingold,25.203,2.949,PART TIME
Alys Todhunter,36.888,14.467,FULL TIME
Mathian Makey,22.779,5.101,CONTRACT
Donavon Lakeman,29.133,36.18,CONTRACT
Hannah Pauler,30.449,9.513,PART TIME
Rosamund Croley,39.517,20.496,CONTRACT
Jane Hindmoor,38.257,27.106,PART TIME
Hertha Leifer,30.891,36.615,FULL TIME
Cristal Clemintoni,26.266,17.013,CONTRACT
Lefty Soper,36.897,24.382,PART TIME
Carey Besset,36.61,5.598,CONTRACT
Lorens Maybery,28.836,5.254,CONTRACT
Legra Lacaze,30.978,2.346,FULL TIME
Mei De Zamudio,37.184,23.36,FULL TIME
Pier Lyptrit,16.27,37.973,FULL TIME
Lona Spavon,31.107,28.952,PART TIME
Berri Haswall,18.784,19.287,PART TIME
Amii Waterland,28.289,2.184,PART TIME
Stacey Corrao,25.207,30.61,CONTRACT
Victoir Eck,29.371,10.441,PART TIME
Melisenda Leggen,27.766,31.795,CONTRACT
Gwenni Aery,31.917,13.124,CONTRACT
Junia Wolsey,36.75,9.734,CONTRACT
Odele Aynold,19.521,33.093,CONTRACT
Carney Cessford,24.932,26.464,FULL TIME
Karlis Chittim,15.978,18.191,FULL TIME
Johan Sibbit,22.242,2.739,FULL TIME
Vida Davidovich,17.177,15.614,PART TIME
Karla Tate,27.416,26.083,CONTRACT
Lilith Gilkison,22.745,23.534,FULL TIME
Keri Salamon,20.457,23.879,CONTRACT
Brandy Bromont,37.75,31.474,CONTRACT
Florenza Peploe,18.082,39.625,PART TIME
Rebe Bruineman,36.514,14.471,CONTRACT
Jesse Phelipeau,18.534,30.827,FULL TIME
Delmer Harlow,39.4,35.115,PART TIME
Stacie Kinneir,36.937,10.0,CONTRACT
Olly Pannaman,26.471,11.179,FULL TIME
Paulita Rieger,19.085,13.872,PART TIME
Elli Neggrini,30.149,34.472,FULL TIME
Andrea Slaght,15.128,12.074,CONTRACT
Thurstan Dows,18.436,7.625,CONTRACT
Reagan O'Doireidh,36.712,37.711,CONTRACT
Justine Sawood,16.733,10.73,FULL TIME
Johann Martschik,17.485,29.892,CONTRACT
Taite Bascombe,17.301,13.942,CONTRACT
Ruthy Radnedge,23.475,14.457,PART TIME
Orville McGinney,33.712,14.308,PART TIME
Deloria Meakes,34.047,9.649,PART TIME
Theresina Belfield,20.74,32.155,FULL TIME
Camala Le Friec,36.899,30.156,CONTRACT
Fabe Dowdell,39.57,21.386,PART TIME
Hersch Drewry,22.843,18.064,PART TIME
Ediva Stelle,38.672,29.316,CONTRACT
Daisi Duker,28.283,23.408,PART TIME
Herbie Gallon,30.558,35.638,PART TIME
Mabelle Pentecust,30.375,3.805,PART TIME
Cherry Bart,36.482,3.115,CONTRACT
Letizia Lay,27.211,22.871,PART TIME
Vachel Doveston,28.241,5.164,FULL TIME
Perren Wapple,33.03,28.513,FULL TIME
Tess Stonehouse,31.193,14.847,FULL TIME
Mitzi Casado,31.84,1.36,FULL TIME
Leanna Cicci,20.321,7.458,FULL TIME
Tailor Tape,36.12,7.465,PART TIME
Ravid Pirson,34.418,20.028,PART TIME
Talyah Rarity,33.31,7.43,FULL TIME
Rex Chyuerton,17.579,21.445,PART TIME
Yule Linner,30.405,32.786,FULL TIME
Wallis Fadell,31.185,1.979,CONTRACT
Merv Kopje,24.138,18.461,FULL TIME
Amalie Grinsted,19.292,29.311,PART TIME
Phylis Rotge,30.815,32.325,FULL TIME
Miof mela Vina,26.463,22.07,CONTRACT
Leeanne Yakutin,35.749,35.982,PART TIME
Lawton Eilhermann,26.32,34.797,FULL TIME
Milzie De Ferrari,19.389,19.928,FULL TIME
Alana Dikes,32.774,34.139,PART TIME
Uta Halsworth,18.969,31.657,PART TIME
Freedman Gover,21.839,37.789,FULL TIME
Mandel Gover,19.857,26.785,CONTRACT
Vyky McGilroy,22.171,18.063,CONTRACT
Kelcey Danilyak,19.043,16.089,PART TIME
Brent Ough,32.625,39.295,PART TIME
Henrie Tweedy,38.751,31.305,PART TIME
Jennee Trime,26.871,0.655,FULL TIME
Sully Vatini,15.687,23.26,CONTRACT
Malvin Nutbeem,32.334,1.254,FULL TIME
Tressa Hardes,29.632,5.96,PART TIME
Barbara-anne Whiteland,30.083,27.855,FULL TIME
Rakel Leabeater,37.582,17.988,PART TIME
Tedda Mundie,35.86,26.756,PART TIME
Prinz Bluett,26.262,15.894,CONTRACT
Ado Learman,28.831,12.754,FULL TIME
Mitchael Rigney,24.479,14.465,CONTRACT
Margo Boarer,34.24,8.384,FULL TIME
Jacquelynn Kieff,37.329,17.515,PART TIME
Adolphus Patley,36.71,31.355,FULL TIME
Berti Garlinge,33.668,21.431,FULL TIME
Winona Eilhart,21.029,2.796,CONTRACT
Winslow Rottger,30.634,5.533,FULL TIME
Blondelle Jaquiss,39.206,36.51,CONTRACT
Romain Palatini,15.014,10.249,FULL TIME
Collin Milier,35.11,28.473,CONTRACT
Quentin Kidd,22.551,20.322,PART TIME
Matthiew Hallum,16.274,5.465,CONTRACT
Gaston Hullbrook,16.662,5.705,FULL TIME
Lars Helks,24.246,37.412,FULL TIME
Nellie Espada,30.255,28.529,FULL TIME
Ugo McGrouther,37.14,39.649,FULL TIME
Derek Boyfield,29.751,27.931,PART TIME
Farlie Scally,34.842,17.228,PART TIME
Conrad Mannie,19.3,32.651,CONTRACT
Anne-corinne Dukesbury,30.847,5.436,FULL TIME
Therese Chomley,27.477,38.934,FULL TIME
Heath Kleynen,16.765,19.965,PART TIME
Rivi Dunseith,23.997,3.584,CONTRACT
Hazlett Faltin,24.894,33.667,CONTRACT
Domini Heball,31.714,33.822,PART TIME
Eldredge Simunek,28.148,38.338,PART TIME
Christoper Dikes,37.454,6.695,CONTRACT
Geralda Dyshart,17.66,27.538,CONTRACT
Cleopatra Cuffe,26.724,5.598,FULL TIME
Arron Pirozzi,23.734,25.467,PART TIME
Agatha Pearce,16.414,28.077,CONTRACT
Addia Seckington,31.551,17.845,FULL TIME
Auberon Bagguley,16.941,19.407,CONTRACT
Jo ann Bryceson,26.713,24.802,PART TIME
Jennine Pavlasek,25.528,14.986,FULL TIME
Killian Cattemull,29.4,13.546,PART TIME
Sadella Colquete,17.994,27.862,FULL TIME
Tait Lambdin,21.632,18.754,FULL TIME
Truman Wille,37.941,7.551,PART TIME
Karoly Conkey,19.245,11.71,PART TIME
Elston Cutten,37.17,2.298,PART TIME
Agnola Ruppert,37.901,9.772,FULL TIME
Sibel Bench,35.775,13.157,FULL TIME
Berkley Strut,39.738,4.58,FULL TIME
Fancie Schirach,32.352,27.542,FULL TIME
Paulie Swetland,19.499,10.732,CONTRACT
Averell Auchterlonie,38.15,4.814,CONTRACT
Dell Rosel,34.189,25.305,PART TIME
Kent Middlewick,23.777,8.392,CONTRACT
Kandace Frangleton,27.621,22.42,FULL TIME
Egbert Applebee,21.959,23.77,FULL TIME
Dionis Lightwing,26.893,24.722,FULL TIME
Alexander Galfour,36.482,7.892,PART TIME
Fara Cammell,38.649,12.568,CONTRACT
Dulcy Yakubovics,15.194,15.066,FULL TIME
Dario Stollard,32.187,31.467,FULL TIME
George Pellamont,29.958,31.614,CONTRACT
Faina Niven,30.703,8.04,PART TIME
Cale Fayers,20.14,11.437,PART TIME
Meyer Soldan,26.351,38.492,PART TIME
Carolin Embra,36.682,24.875,PART TIME
Bert Yonnie,37.887,32.974,CONTRACT
Rhoda Ponting,19.82,17.021,PART TIME
Irwin Rickert,28.202,15.772,FULL TIME
Wolf Lewty,23.024,39.389,PART TIME
Britta Lippi,26.144,9.551,PART TIME
Caprice Penke,17.346,10.979,CONTRACT
Hyatt Pagitt,23.392,33.056,PART TIME
Florance Dyzart,21.163,7.417,PART TIME
May Pickburn,21.547,0.353,FULL TIME
Agatha Brickdale,35.048,29.774,FULL TIME
Viviene Lorking,35.218,0.259,CONTRACT
Frants Kennealy,35.401,20.455,CONTRACT
Malynda Itscowics,15.825,24.132,PART TIME
Brion Spadeck,26.421,15.198,PART TIME
Vachel Cabral,32.458,2.538,PART TIME
Cherlyn Trenear,23.109,25.715,PART TIME
Christina Geraud,26.421,11.64,FULL TIME
Eolande Vernay,33.597,37.485,CONTRACT
Edwina Skerme,16.682,39.983,CONTRACT
Ollie Inkles,36.739,15.123,FULL TIME
Lyn Pollendine,36.588,35.044,CONTRACT
Duky Juden,31.193,0.126,FULL TIME
Rupert Mavin,31.11,33.932,CONTRACT
Madelaine Gartside,28.006,36.947,PART TIME
Ethelbert MacCallester,21.764,37.149,CONTRACT
Pepillo Files,29.698,5.93,PART TIME
Vinny Pitson,34.79,13.413,FULL TIME
Josselyn Quigg,25.077,8.766,PART TIME
Teddy Diack,28.042,1.412,CONTRACT
Forest Rake,17.852,25.392,CONTRACT
Pryce Brane,22.525,25.629,FULL TIME
Darrin Haythorn,35.558,25.527,FULL TIME
Paige Legg,31.386,13.516,PART TIME
Van Chadwick,25.75,1.734,CONTRACT
Dud McAllan,23.066,3.703,FULL TIME
Alison Gamon,26.189,23.177,FULL TIME
Angelita Pottie,28.285,26.917,CONTRACT
Wallache Sarre,20.081,11.23,PART TIME
Michael Rolfi,33.532,30.664,FULL TIME
Berny Lugden,35.269,17.728,FULL TIME
Mada Ghelerdini,19.054,4.711,CONTRACT
Kev Korneichuk,19.615,39.696,FULL TIME
Lorenzo Charpin,39.606,33.966,PART TIME
Leta Adamson,31.933,0.716,CONTRACT
Odelinda Kacheller,25.817,8.801,CONTRACT
Jaymie Lanchester,17.949,32.101,CONTRACT
Tina Hadfield,25.915,30.256,CONTRACT
Dalila Richen,21.243,2.982,PART TIME
Tabbitha Woloschinski,15.225,7.44,PART TIME
Editha Tomich,26.307,26.587,CONTRACT
Gran Linzee,24.109,13.588,CONTRACT
Biddie Greenier,27.725,30.846,CONTRACT
Michal Kemmey,20.46,26.82,CONTRACT
Chiquia Pennycock,17.446,14.187,FULL TIME
Maisey Gerbl,29.444,12.874,PART TIME
Eveleen Von Hindenburg,15.326,30.298,FULL TIME
Hayward Jonuzi,33.417,34.265,FULL TIME
Marcie Semour,35.655,13.137,PART TIME
Ingunna Filipchikov,27.594,31.494,PART TIME
Celestyn Appleford,33.329,19.243,PART TIME
Nollie Nassey,30.47,10.243,CONTRACT
Taffy Doggart,17.278,35.501,CONTRACT
Lucilia Elby,25.317,25.412,FULL TIME
Barbie McIllrick,15.045,33.89,PART TIME
Jareb Surpliss,37.652,25.461,FULL TIME
Kele Munby,36.523,5.626,PART TIME
Halley Jobes,36.097,9.868,FULL TIME
Salli Kinnie,33.794,23.325,FULL TIME
Jemimah Josselson,23.236,4.068,PART TIME
Jonell Hinz,24.765,13.607,FULL TIME
Gretta Southcott,26.998,19.337,FULL TIME
Kylila Shalloe,21.341,0.148,PART TIME
Kristoffer Hambelton,25.875,23.838,PART TIME
Glad Dunstan,31.87,16.389,CONTRACT
Tom Coultar,17.632,33.587,FULL TIME
Brietta Smither,16.811,33.794,PART TIME
Ricki Denizet,30.111,12.302,CONTRACT
Marion Batcheldor,16.858,26.793,PART TIME
Florrie Canedo,27.273,35.867,FULL TIME
Joby Srutton,38.286,10.077,PART TIME
Jaquenette Kinkade,35.654,25.115,CONTRACT
Vickie Porte,20.44,27.314,CONTRACT
Teodora Aikett,15.194,14.79,PART TIME
Cart Kaysor,37.71,18.135,PART TIME
Orson Ellerman,29.939,38.478,PART TIME
Christy Sicily,37.733,36.29,FULL TIME
Violetta Chellam,18.258,34.578,CONTRACT
Curr Vigurs,24.567,32.704,FULL TIME
Marie Mowling,37.91,24.537,CONTRACT
Levon Cauley,34.654,12.027,FULL TIME
Sutherland Billin,15.29,5.068,CONTRACT
Kellie Davidde,30.298,15.546,CONTRACT
Nicola Abbatucci,35.236,37.097,PART TIME
Moll Strete,23.758,24.607,CONTRACT
Hayes Steptowe,29.718,26.884,CONTRACT
Dorrie Swinburn,27.306,39.692,PART TIME
Jodi Wick,20.481,23.236,FULL TIME
Valdemar Levis,38.237,24.142,PART TIME
Augustine Litherborough,21.816,23.183,FULL TIME
Shepard Reedie,36.282,32.613,PART TIME
Katherine Glabach,38.569,31.694,FULL TIME
Blakeley Normanvell,32.937,31.994,FULL TIME
Jule Livens,37.122,17.53,PART TIME
Gerard Brewitt,22.688,0.865,PART TIME
Lelia Parffrey,28.104,38.395,CONTRACT
Almeta Monument,32.848,31.731,PART TIME
Carmelle Langrish,35.214,36.535,CONTRACT
Laure Elphee,17.85,30.436,CONTRACT
Danya Lygoe,28.305,20.242,PART TIME
Sophronia Bofield,33.211,7.251,CONTRACT
Alphard Just,34.264,20.666,FULL TIME
Carlina Lote,34.5,35.204,CONTRACT
Carolyn Covotto,15.229,15.101,PART TIME
Rodolph Stokes,24.946,34.791,PART TIME
Blanca Dudman,31.738,32.674,FULL TIME
Royal Murthwaite,32.454,31.398,CONTRACT
Denys Scullion,17.36,24.801,PART TIME
Ashlee Cardello,35.195,6.958,FULL TIME
Aigneis Goublier,24.155,21.474,CONTRACT
Shandee Lewis,18.842,13.832,PART TIME
Cammie Wickwarth,23.472,14.314,FULL TIME
Rooney Southcott,16.814,20.993,FULL TIME
Brandais Draper,29.67,16.062,PART TIME
Alano Clement,19.504,10.819,FULL TIME
Ive Staniland,20.797,9.267,CONTRACT
Benedikt Diwell,30.615,11.723,PART TIME
Fabe Iacovozzo,15.957,23.04,FULL TIME
Maryjo Graffham,28.126,23.692,CONTRACT
Sergeant Camble,27.191,22.643,CONTRACT
Jane McInteer,37.034,6.417,CONTRACT
Tomlin Sellstrom,15.057,2.488,CONTRACT
Ysabel Tyreman,22.045,20.03,PART TIME
Chip Vondrach,38.903,25.375,FULL TIME
Braden Arnholtz,29.144,32.87,FULL TIME
Helena Weir,34.839,38.799,CONTRACT
Mitchael Cansdall,33.114,39.018,CONTRACT
Shaun Leagas,23.535,1.07,PART TIME
Jackquelin Kondratyuk,39.058,14.607,CONTRACT
Hobie Chalfant,18.435,24.416,CONTRACT
Frannie Hamshaw,38.595,16.237,FULL TIME
Boote Armour,28.949,24.711,FULL TIME
Fayth Gaymar,37.521,32.254,FULL TIME
Robby Sabbatier,38.627,36.437,PART TIME
Gerard Fumagalli,18.411,7.6,CONTRACT
Cchaddie Knobell,23.304,16.668,PART TIME
Marcia Archbald,21.493,5.679,PART TIME
Gusella Hammell,30.487,20.779,PART TIME
Aristotle Rugiero,31.501,31.778,PART TIME
Vanya Moverley,27.574,22.683,PART TIME
Selinda Kenewel,32.809,21.765,CONTRACT
Kass Staterfield,38.175,31.658,FULL TIME
Philis Western,26.244,30.292,PART TIME
Shelagh Malinson,25.358,8.615,FULL TIME
Shandie Cuell,19.145,0.266,FULL TIME
Benny Melling,38.519,14.959,FULL TIME
Tobey Lawrey,30.856,28.236,PART TIME
Umeko Frear,24.412,19.766,FULL TIME
Alric Bastiman,29.75,19.203,FULL TIME
Reese Bussell,26.372,0.207,CONTRACT
Anthony Forcer,37.524,3.26,FULL TIME
Corny Aleksahkin,37.547,5.389,CONTRACT
Raynard Pisculli,16.009,26.849,PART TIME
Lalo Bendan,32.825,6.903,CONTRACT
Kleon Novakovic,27.442,12.304,CONTRACT
Jeremy Dils,36.408,1.171,FULL TIME
Valentino Stille,18.153,12.709,CONTRACT
Tate Wedmore.,33.82,21.703,PART TIME
Barde Bowes,15.814,30.51,PART TIME
Kimberli Pumphrey,37.3,17.589,PART TIME
Michaelina Cleaves,32.616,22.42,CONTRACT
Whitaker Birnie,20.282,39.956,FULL TIME
Corbett Crocombe,18.55,18.567,FULL TIME
Waldemar Marzele,17.38,2.245,CONTRACT
Moses Bosenworth,22.385,34.355,PART TIME
